Metric,Value
timing__setup__ws__corner:max_ff_n40C_1v95,9.6265469431729
timing__hold__tns__corner:max_ff_n40C_1v95,0.0
timing__setup__tns__corner:max_ff_n40C_1v95,0.0
timing__hold__wns__corner:max_ff_n40C_1v95,0
timing__setup__wns__corner:max_ff_n40C_1v95,0.0
timing__hold_vio__count__corner:max_ff_n40C_1v95,0
timing__hold_r2r__ws__corner:max_ff_n40C_1v95,0.109612
timing__hold_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_r2r__ws__corner:max_ff_n40C_1v95,Infinity
timing__setup_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count__corner:max_ff_n40C_1v95,21
timing__unannotated_net_filtered__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count,21
timing__unannotated_net_filtered__count,0
design_powergrid__voltage__worst__net:VPWR__corner:nom_tt_025C_1v80,1.79991
design_powergrid__drop__average__net:VPWR__corner:nom_tt_025C_1v80,1.79997
design_powergrid__drop__worst__net:VPWR__corner:nom_tt_025C_1v80,0.0000947208
design_powergrid__voltage__worst__net:VGND__corner:nom_tt_025C_1v80,0.000111996
design_powergrid__drop__average__net:VGND__corner:nom_tt_025C_1v80,0.0000317699
design_powergrid__drop__worst__net:VGND__corner:nom_tt_025C_1v80,0.000111996
design_powergrid__voltage__worst,0.000111996
design_powergrid__voltage__worst__net:VPWR,1.79991
design_powergrid__drop__worst,0.000111996
design_powergrid__drop__worst__net:VPWR,0.0000947208
design_powergrid__voltage__worst__net:VGND,0.000111996
design_powergrid__drop__worst__net:VGND,0.000111996
ir__voltage__worst,1.8000000000000000444089209850062616169452667236328125
ir__drop__avg,0.000031699999999999998036119552846656688416260294616222381591796875
ir__drop__worst,0.00009469999999999999793810767645396708758198656141757965087890625
magic__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
